transition_label,transition_name,start_city,end_city,days,season,mtu,pref_label,nature,culture,food,sport,base_score,final_score,gain,interest_matching_base,interest_matching_final,interest_matching_gain,tu_utilization_base,tu_utilization_final,tu_utilization_gain,city_visit_efficiency_base,city_visit_efficiency_final,city_visit_efficiency_gain,geographic_coverage_base,geographic_coverage_final,geographic_coverage_gain,long_travel_penalty_base,long_travel_penalty_final,long_travel_penalty_gain,travel_streak_smoothness_base,travel_streak_smoothness_final,travel_streak_smoothness_gain,stay_streak_smoothness_base,stay_streak_smoothness_final,stay_streak_smoothness_gain,runtime_seconds,violations
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",9,winter,6,balanced,0.25,0.25,0.25,0.25,76.0600525,82.8893207,6.8292683,0.5731707,0.7682927,0.195122,0.9259259,0.9259259,0.0,0.8333333,0.8333333,0.0,0.6573899,0.6573899,0.0,1.0,1.0,0.0,0.949868,0.949868,0.0,1.0,1.0,0.0,0.152384,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",9,winter,6,nature_food,0.4,0.2,0.3,0.3,77.8625698,77.8625698,0.0,0.5738636,0.5738636,0.0,1.0,1.0,0.0,0.8333333,0.8333333,0.0,0.7018668,0.7018668,0.0,1.0,1.0,0.0,0.949868,0.949868,0.0,1.0,1.0,0.0,0.082861,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",9,winter,6,culture_food,0.1,0.4,0.3,0.2,78.2070728,86.1442571,7.9371843,0.5852273,0.84375,0.2585227,1.0,0.9259259,-0.0740741,0.8333333,0.8333333,0.0,0.6983186,0.6983186,0.0,1.0,1.0,0.0,0.949868,0.949868,0.0,1.0,1.0,0.0,0.115635,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",9,winter,10,balanced,0.25,0.25,0.25,0.25,72.9771531,81.5488907,8.5717376,0.4736842,0.7328767,0.2591925,0.9222222,0.8888889,-0.0333333,0.8333333,0.8333333,0.0,0.6877022,0.6877022,0.0,1.0,1.0,0.0,0.949868,0.949868,0.0,1.0,1.0,0.0,0.194946,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",9,winter,10,nature_food,0.4,0.2,0.3,0.3,76.9488583,79.6959648,2.7471065,0.528125,0.6018519,0.0737269,0.9888889,1.0,0.0111111,0.8333333,0.8333333,0.0,0.7587873,0.7587873,0.0,1.0,1.0,0.0,0.949868,0.949868,0.0,1.0,1.0,0.0,0.13103,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",9,winter,10,culture_food,0.1,0.4,0.3,0.2,70.4212819,88.1963566,17.7750747,0.3755411,0.9119718,0.5364307,0.9666667,0.9,-0.0666667,0.8333333,0.8333333,0.0,0.7018668,0.7018668,0.0,1.0,1.0,0.0,0.949868,0.949868,0.0,1.0,1.0,0.0,0.11944,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,6,balanced,0.25,0.25,0.25,0.25,72.0402664,81.6293075,9.5890411,0.5479452,0.8219178,0.2739726,0.9444444,0.9444444,0.0,0.6666667,0.6666667,0.0,0.6932206,0.6932206,0.0,0.8697604,0.8697604,0.0,0.9699208,0.9699208,0.0,0.95,0.95,0.0,0.555424,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,6,nature_food,0.4,0.2,0.3,0.3,69.7858112,83.7858112,14.0,0.5107143,0.9107143,0.4,0.9444444,0.9444444,0.0,0.8888889,0.8888889,0.0,0.7090306,0.7090306,0.0,0.3925748,0.3925748,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.726801,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,6,culture_food,0.1,0.4,0.3,0.2,73.0198742,81.7487389,8.7288647,0.6135266,0.8629227,0.2493961,0.9333333,0.9333333,0.0,0.7777778,0.7777778,0.0,0.7192239,0.7192239,0.0,0.5091419,0.5091419,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.523605,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,10,balanced,0.25,0.25,0.25,0.25,79.4446008,81.5658129,2.1212121,0.6818182,0.7424242,0.0606061,0.98,0.98,0.0,0.7777778,0.7777778,0.0,0.7050204,0.7050204,0.0,0.8872721,0.8872721,0.0,0.9699208,0.9699208,0.0,0.9833333,0.9833333,0.0,1.084617,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,10,nature_food,0.4,0.2,0.3,0.3,80.5456057,84.2023221,3.6567164,0.7070896,0.8115672,0.1044776,0.9866667,0.9866667,0.0,0.7777778,0.7777778,0.0,0.7127875,0.7127875,0.0,0.8872721,0.8872721,0.0,0.9699208,0.9699208,0.0,0.9833333,0.9833333,0.0,1.09792,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,10,culture_food,0.1,0.4,0.3,0.2,66.013786,74.4290866,8.4153005,0.6144126,0.8548497,0.2404372,0.9133333,0.9133333,0.0,0.6666667,0.6666667,0.0,0.7306231,0.7306231,0.0,0.01,0.01,0.0,1.0,1.0,0.0,0.95,0.95,0.0,0.841403,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,summer,6,balanced,0.25,0.25,0.25,0.25,68.6213736,68.6213736,0.0,0.538961,0.538961,0.0,1.0,1.0,0.0,0.6666667,0.6666667,0.0,0.5827105,0.5827105,0.0,0.6100413,0.6100413,0.0,1.0,1.0,0.0,0.9833333,0.9833333,0.0,0.302542,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,summer,6,nature_food,0.4,0.2,0.3,0.3,64.9255601,64.9255601,0.0,0.5347222,0.5347222,0.0,0.9777778,0.9777778,0.0,0.7777778,0.7777778,0.0,0.6395626,0.6395626,0.0,0.0433906,0.0433906,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.096465,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,summer,6,culture_food,0.1,0.4,0.3,0.2,69.4381007,69.4381007,0.0,0.7111872,0.7111872,0.0,0.9666667,0.9666667,0.0,0.6666667,0.6666667,0.0,0.6724298,0.6724298,0.0,0.0277165,0.0277165,0.0,0.9699208,0.9699208,0.0,0.9666667,0.9666667,0.0,0.323687,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,summer,10,balanced,0.25,0.25,0.25,0.25,71.9744689,71.9744689,0.0,0.6031746,0.6031746,0.0,0.96,0.96,0.0,0.7777778,0.7777778,0.0,0.8526094,0.8526094,0.0,0.2157946,0.2157946,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.605929,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,summer,10,nature_food,0.4,0.2,0.3,0.3,70.2453596,70.2453596,0.0,0.7288462,0.7288462,0.0,0.9666667,0.9666667,0.0,0.6666667,0.6666667,0.0,0.6694609,0.6694609,0.0,0.0277165,0.0277165,0.0,1.0,1.0,0.0,0.9833333,0.9833333,0.0,0.606917,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,summer,10,culture_food,0.1,0.4,0.3,0.2,76.9791925,76.9791925,0.0,0.5588038,0.5588038,0.0,0.9466667,0.9466667,0.0,0.7777778,0.7777778,0.0,0.8119804,0.8119804,0.0,0.9525085,0.9525085,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.792951,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,summer,6,balanced,0.25,0.25,0.25,0.25,73.9177713,86.5310462,12.6132749,0.4810127,0.8461538,0.3651412,0.9888889,0.9777778,-0.0111111,0.7777778,0.7777778,0.0,0.7210705,0.7210705,0.0,1.0,1.0,0.0,0.9699208,0.9699208,0.0,0.9833333,0.9833333,0.0,1.948484,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,summer,6,nature_food,0.4,0.2,0.3,0.3,72.5491234,79.7550058,7.2058824,0.4264706,0.6323529,0.2058824,0.9333333,0.9333333,0.0,0.8888889,0.8888889,0.0,0.7098432,0.7098432,0.0,0.9792067,0.9792067,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.379756,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,summer,6,culture_food,0.1,0.4,0.3,0.2,76.4684519,86.177356,9.7089041,0.5256849,0.8030822,0.2773973,0.9777778,0.9777778,0.0,0.8888889,0.8888889,0.0,0.696907,0.696907,0.0,1.0,1.0,0.0,0.9398416,0.9398416,0.0,0.9833333,0.9833333,0.0,0.777065,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,summer,10,balanced,0.25,0.25,0.25,0.25,77.683535,82.7660435,5.0825085,0.641791,0.9285714,0.2867804,0.9666667,0.9333333,-0.0333333,0.6666667,0.7777778,0.1111111,0.7258343,0.7260416,0.0002072,1.0,0.3708753,-0.6291247,1.0,1.0,0.0,0.9666667,1.0,0.0333333,1.455754,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,summer,10,nature_food,0.4,0.2,0.3,0.3,80.2042398,87.7388982,7.5346584,0.6809701,0.9882812,0.3073111,0.9666667,0.94,-0.0266667,0.7777778,0.6666667,-0.1111111,0.6802412,0.6156053,-0.0646359,1.0,0.9981642,-0.0018358,1.0,1.0,0.0,1.0,0.9666667,-0.0333333,1.329594,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,summer,10,culture_food,0.1,0.4,0.3,0.2,77.4311399,82.9919367,5.5607969,0.5936693,0.898294,0.3046247,0.9533333,0.94,-0.0133333,0.7777778,0.7777778,0.0,0.7141368,0.6100897,-0.104047,0.9973998,0.6633635,-0.3340363,1.0,1.0,0.0,1.0,1.0,0.0,0.683498,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,6,balanced,0.25,0.25,0.25,0.25,79.7993472,85.0232278,5.2238806,0.7462687,0.8955224,0.1492537,0.9222222,0.9222222,0.0,0.7777778,0.7777778,0.0,0.7192239,0.7192239,0.0,0.7391585,0.7391585,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.379875,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,6,nature_food,0.4,0.2,0.3,0.3,71.7682226,73.5460004,1.7777778,0.6944444,0.75,0.0555556,0.9888889,0.9777778,-0.0111111,0.7777778,0.7777778,0.0,0.7335551,0.7335551,0.0,0.019307,0.019307,0.0,0.9699208,0.9699208,0.0,0.9833333,0.9833333,0.0,0.115132,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,6,culture_food,0.1,0.4,0.3,0.2,73.01394,82.6082382,9.5942982,0.6025219,0.8766447,0.2741228,0.9888889,0.9888889,0.0,0.6666667,0.6666667,0.0,0.7460483,0.7460483,0.0,0.5984948,0.5984948,0.0,1.0,1.0,0.0,0.9833333,0.9833333,0.0,0.235953,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,10,balanced,0.25,0.25,0.25,0.25,78.2312523,85.2006303,6.969378,0.6616541,0.8636364,0.2019822,0.9733333,0.9666667,-0.0066667,0.7777778,0.7777778,0.0,0.6947087,0.6947087,0.0,0.838606,0.838606,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.338126,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,10,nature_food,0.4,0.2,0.3,0.3,79.3156672,83.9912397,4.6755725,0.6889313,0.8225191,0.1335878,0.9733333,0.9733333,0.0,0.7777778,0.7777778,0.0,0.7510844,0.7510844,0.0,0.7820535,0.7820535,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.331001,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,10,culture_food,0.1,0.4,0.3,0.2,72.322333,79.9814078,7.6590748,0.5722446,0.7967896,0.224545,0.9133333,0.9,-0.0133333,0.7777778,0.7777778,0.0,0.7202551,0.7202551,0.0,0.6440341,0.6440341,0.0,0.9699208,0.9699208,0.0,0.9666667,0.9666667,0.0,0.254899,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,winter,6,balanced,0.25,0.25,0.25,0.25,80.1989844,80.1989844,0.0,0.7714286,0.7714286,0.0,0.9444444,0.9444444,0.0,0.7777778,0.7777778,0.0,0.6701956,0.6701956,0.0,0.7463113,0.7463113,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.092623,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,winter,6,nature_food,0.4,0.2,0.3,0.3,73.0217489,73.0217489,0.0,0.5684932,0.5684932,0.0,0.9666667,0.9666667,0.0,0.6666667,0.6666667,0.0,0.5822549,0.5822549,0.0,0.9973998,0.9973998,0.0,1.0,1.0,0.0,0.9833333,0.9833333,0.0,0.057026,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,winter,6,culture_food,0.1,0.4,0.3,0.2,71.8979666,71.8979666,0.0,0.4746377,0.4746377,0.0,0.9666667,0.9666667,0.0,0.7777778,0.7777778,0.0,0.8526094,0.8526094,0.0,0.6480236,0.6480236,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.109477,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,winter,10,balanced,0.25,0.25,0.25,0.25,70.0448918,70.0448918,0.0,0.4806202,0.4806202,0.0,0.96,0.96,0.0,0.7777778,0.7777778,0.0,0.6562535,0.6562535,0.0,0.7463113,0.7463113,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.115689,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,winter,10,nature_food,0.4,0.2,0.3,0.3,73.4747766,73.4747766,0.0,0.5708661,0.5708661,0.0,0.9666667,0.9666667,0.0,0.7777778,0.7777778,0.0,0.733197,0.733197,0.0,0.6480236,0.6480236,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.158121,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",15,winter,10,culture_food,0.1,0.4,0.3,0.2,65.7640609,65.7640609,0.0,0.5086088,0.5086088,0.0,0.9133333,0.9133333,0.0,0.6666667,0.6666667,0.0,0.8407387,0.8407387,0.0,0.1735005,0.1735005,0.0,1.0,1.0,0.0,0.9833333,0.9833333,0.0,0.162414,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,winter,6,balanced,0.25,0.25,0.25,0.25,76.4467923,83.7248671,7.2780749,0.6764706,0.8939394,0.2174688,0.9111111,0.8888889,-0.0222222,0.7777778,0.7777778,0.0,0.7202235,0.7202235,0.0,0.6633635,0.6633635,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.283355,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,winter,6,nature_food,0.4,0.2,0.3,0.3,78.5888252,79.8744416,1.2856164,0.5633333,0.609589,0.0462557,1.0,0.9777778,-0.0222222,0.8888889,0.8888889,0.0,0.7126148,0.7126148,0.0,1.0,1.0,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.220129,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,winter,6,culture_food,0.1,0.4,0.3,0.2,78.5424774,78.5424774,0.0,0.5997807,0.5997807,0.0,1.0,1.0,0.0,0.7777778,0.7777778,0.0,0.7311213,0.7311213,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9833333,0.9833333,0.0,0.145811,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,winter,10,balanced,0.25,0.25,0.25,0.25,73.5268424,84.0705221,10.5436797,0.4274809,0.7401575,0.3126766,0.9533333,0.9266667,-0.0266667,0.8888889,0.8888889,0.0,0.7388049,0.7388049,0.0,1.0,1.0,0.0,0.9699208,0.9699208,0.0,1.0,1.0,0.0,0.605363,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,winter,10,nature_food,0.4,0.2,0.3,0.3,74.9606957,81.0723236,6.1116279,0.5,0.6860465,0.1860465,0.9733333,0.9466667,-0.0266667,0.7777778,0.7777778,0.0,0.7462686,0.7462686,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.304148,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",15,winter,10,culture_food,0.1,0.4,0.3,0.2,68.8327286,86.9837572,18.1510286,0.3371212,0.8814363,0.5443151,0.96,0.9,-0.06,0.7777778,0.7777778,0.0,0.7311213,0.7311213,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.273798,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,6,balanced,0.25,0.25,0.25,0.25,73.9632504,83.4929534,9.529703,0.5346535,0.8069307,0.2722772,0.968254,0.968254,0.0,0.7692308,0.7692308,0.0,0.6948162,0.6948162,0.0,0.8825388,0.8825388,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.778903,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,6,nature_food,0.4,0.2,0.3,0.3,74.6737479,84.188311,9.5145631,0.5412621,0.8131068,0.2718447,0.9603175,0.9603175,0.0,0.7692308,0.7692308,0.0,0.7336729,0.7336729,0.0,0.884078,0.884078,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.837373,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,6,culture_food,0.1,0.4,0.3,0.2,75.5674206,86.058492,10.4910714,0.6381803,0.9379252,0.2997449,0.9444444,0.9444444,0.0,0.7692308,0.7692308,0.0,0.7258043,0.7258043,0.0,0.6805867,0.6805867,0.0,0.9785148,0.9785148,0.0,0.9880952,0.9880952,0.0,1.241521,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,10,balanced,0.25,0.25,0.25,0.25,82.2504411,88.5311121,6.280671,0.75,0.9405405,0.1905405,0.9666667,0.9761905,0.0095238,0.7692308,0.7692308,0.0,0.7453816,0.7171363,-0.0282453,0.884078,0.884078,0.0,1.0,0.9785148,-0.0214852,0.9880952,0.9880952,0.0,1.780552,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,10,nature_food,0.4,0.2,0.3,0.3,80.1920219,88.3596726,8.1676507,0.6848404,0.9243243,0.2394839,0.9904762,0.9761905,-0.0142857,0.7692308,0.7692308,0.0,0.7201981,0.7201981,0.0,0.919098,0.919098,0.0,0.9785148,0.9785148,0.0,0.9880952,0.9880952,0.0,2.656689,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,10,culture_food,0.1,0.4,0.3,0.2,70.4771907,80.559079,10.0818882,0.631262,0.919316,0.2880539,0.9190476,0.9190476,0.0,0.6923077,0.6923077,0.0,0.6809979,0.6809979,0.0,0.4176293,0.4176293,0.0,1.0,1.0,0.0,0.9642857,0.9642857,0.0,1.428847,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,summer,6,balanced,0.25,0.25,0.25,0.25,68.9047963,68.9047963,0.0,0.5471698,0.5471698,0.0,0.984127,0.984127,0.0,0.6923077,0.6923077,0.0,0.6935984,0.6935984,0.0,0.426288,0.426288,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.217189,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,summer,6,nature_food,0.4,0.2,0.3,0.3,66.3267749,66.3267749,0.0,0.4725,0.4725,0.0,0.968254,0.968254,0.0,0.7692308,0.7692308,0.0,0.7036061,0.7036061,0.0,0.3280338,0.3280338,0.0,0.9785148,0.9785148,0.0,1.0,1.0,0.0,0.199705,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,summer,6,culture_food,0.1,0.4,0.3,0.2,70.1684749,70.1684749,0.0,0.6597896,0.6597896,0.0,0.9603175,0.9603175,0.0,0.6153846,0.6153846,0.0,0.737008,0.737008,0.0,0.2563758,0.2563758,0.0,1.0,1.0,0.0,0.9642857,0.9642857,0.0,0.187937,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,summer,10,balanced,0.25,0.25,0.25,0.25,80.3137913,80.3137913,0.0,0.6813187,0.6813187,0.0,0.9571429,0.9571429,0.0,0.6923077,0.6923077,0.0,0.7868542,0.7868542,0.0,0.998259,0.998259,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.573231,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,summer,10,nature_food,0.4,0.2,0.3,0.3,72.0138338,72.0138338,0.0,0.6703297,0.6703297,0.0,0.9666667,0.9666667,0.0,0.6923077,0.6923077,0.0,0.7306542,0.7306542,0.0,0.293434,0.293434,0.0,0.9785148,0.9785148,0.0,0.9761905,0.9761905,0.0,0.510024,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,summer,10,culture_food,0.1,0.4,0.3,0.2,67.7944765,67.7944765,0.0,0.547619,0.547619,0.0,0.9428571,0.9428571,0.0,0.6923077,0.6923077,0.0,0.7868542,0.7868542,0.0,0.2357048,0.2357048,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.652139,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",21,summer,6,balanced,0.25,0.25,0.25,0.25,76.7292864,79.3707959,2.6415094,0.5849057,0.6603774,0.0754717,0.9761905,0.9761905,0.0,0.7692308,0.7692308,0.0,0.6828813,0.6828813,0.0,1.0,1.0,0.0,0.9785148,0.9785148,0.0,0.9880952,0.9880952,0.0,0.946567,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",21,summer,6,nature_food,0.4,0.2,0.3,0.3,68.8643551,73.4479793,4.5836242,0.3932039,0.8247423,0.4315384,0.952381,0.9444444,-0.0079365,0.6923077,0.6923077,0.0,0.7157321,0.6469806,-0.0687515,0.9814956,0.0445057,-0.9369899,1.0,1.0,0.0,0.9761905,0.9761905,0.0,0.542131,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",21,summer,6,culture_food,0.1,0.4,0.3,0.2,78.1789143,85.5212167,7.3423025,0.6170635,0.870283,0.2532195,0.984127,0.968254,-0.015873,0.7692308,0.6923077,-0.0769231,0.7005199,0.6850622,-0.0154577,1.0,0.9996001,-0.0003999,0.9785148,1.0,0.0214852,0.9761905,0.9761905,0.0,1.019624,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",21,summer,10,balanced,0.25,0.25,0.25,0.25,74.786472,77.8465813,3.0601093,0.5355191,0.6229508,0.0874317,0.9619048,0.9619048,0.0,0.7692308,0.7692308,0.0,0.6828813,0.6828813,0.0,1.0,1.0,0.0,0.9785148,0.9785148,0.0,0.9880952,0.9880952,0.0,1.140764,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",21,summer,10,nature_food,0.4,0.2,0.3,0.3,76.4988297,87.6748305,11.1760008,0.5939227,0.9152778,0.3213551,0.952381,0.947619,-0.0047619,0.7692308,0.7692308,0.0,0.6742556,0.6742556,0.0,1.0,1.0,0.0,0.9785148,0.9785148,0.0,0.9761905,0.9761905,0.0,3.006647,-
1,substitute_pois,"Geneva, Switzerland","Lucerne, Switzerland",21,summer,10,culture_food,0.1,0.4,0.3,0.2,71.8950987,78.7006542,6.8055556,0.5648148,0.7592593,0.1944444,0.9428571,0.9428571,0.0,0.6923077,0.6923077,0.0,0.7049855,0.7049855,0.0,0.7143373,0.7143373,0.0,1.0,1.0,0.0,0.9761905,0.9761905,0.0,2.218934,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,6,balanced,0.25,0.25,0.25,0.25,73.3340951,76.4110182,3.0769231,0.6373626,0.7252747,0.0879121,0.8730159,0.8730159,0.0,0.6923077,0.6923077,0.0,0.7082158,0.7082158,0.0,0.7101884,0.7101884,0.0,1.0,1.0,0.0,0.9642857,0.9642857,0.0,0.305984,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,6,nature_food,0.4,0.2,0.3,0.3,74.778905,74.778905,0.0,0.6704545,0.6704545,0.0,0.8333333,0.8333333,0.0,0.6153846,0.6153846,0.0,0.7242309,0.7242309,0.0,0.8956858,0.8956858,0.0,1.0,1.0,0.0,0.952381,0.952381,0.0,0.208967,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,6,culture_food,0.1,0.4,0.3,0.2,73.8005965,80.8798846,7.079288,0.6258091,0.8280744,0.2022654,0.9761905,0.9761905,0.0,0.6923077,0.6923077,0.0,0.7105673,0.7105673,0.0,0.6437771,0.6437771,0.0,0.9785148,0.9785148,0.0,0.9761905,0.9761905,0.0,0.63136,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,10,balanced,0.25,0.25,0.25,0.25,69.130474,69.130474,0.0,0.4886364,0.4886364,0.0,0.9333333,0.9333333,0.0,0.8461538,0.8461538,0.0,0.6914736,0.6914736,0.0,0.5071216,0.5071216,0.0,0.9785148,0.9785148,0.0,1.0,1.0,0.0,0.168371,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,10,nature_food,0.4,0.2,0.3,0.3,78.3815549,85.0977853,6.7162304,0.6524725,0.8525281,0.2000556,0.9666667,0.947619,-0.0190476,0.7692308,0.7692308,0.0,0.7150199,0.7150199,0.0,0.884078,0.884078,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.301793,-
1,substitute_pois,"Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,10,culture_food,0.1,0.4,0.3,0.2,70.5369496,85.6580902,15.1211406,0.4976592,0.9317326,0.4340734,0.9333333,0.9285714,-0.0047619,0.7692308,0.7692308,0.0,0.7331111,0.7331111,0.0,0.6810225,0.6810225,0.0,0.9785148,0.9785148,0.0,0.9761905,0.9761905,0.0,0.632519,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,winter,6,balanced,0.25,0.25,0.25,0.25,76.6274564,76.6274564,0.0,0.7079208,0.7079208,0.0,0.952381,0.952381,0.0,0.6923077,0.6923077,0.0,0.677601,0.677601,0.0,0.7075408,0.7075408,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.139533,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,winter,6,nature_food,0.4,0.2,0.3,0.3,64.0843744,64.0843744,0.0,0.5331633,0.5331633,0.0,0.9603175,0.9603175,0.0,0.6923077,0.6923077,0.0,0.6632297,0.6632297,0.0,0.074536,0.074536,0.0,1.0,1.0,0.0,0.9880952,0.9880952,0.0,0.105171,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,winter,6,culture_food,0.1,0.4,0.3,0.2,76.5031622,76.5031622,0.0,0.54375,0.54375,0.0,0.9761905,0.9761905,0.0,0.7692308,0.7692308,0.0,0.7605358,0.7605358,0.0,0.9989982,0.9989982,0.0,0.9785148,0.9785148,0.0,1.0,1.0,0.0,0.163607,-
1,substitute_pois,"Zurich, Switzerland","Zurich, Switzerland",21,winter,10,balanced,0.25,0.25,0.25,0.25,69.9835491,69.9835491,0.0,0.5444444,0.5444444,0.0,0.9571429,0.9571429,0.0,0.7692308,0.7692308,0.0,0.7022242,0.7022242,0.0,0.4606451,0.4606451,0.0,0.9785148,0.9785148,0.0,1.0,1.0,0.0,0.171843,-
