removed_label,removed_name,kept_labels,kept_names,start_city,end_city,days,season,mtu,pref_label,nature,culture,food,sport,base_score,final_score,gain,runtime_seconds,violations
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Interlaken, Switzerland","St. Moritz, Switzerland",9,winter,8,balanced,0.25,0.25,0.25,0.25,71.0318192,71.0318192,0.0,0.054971,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Zurich, Switzerland","Zurich, Switzerland",9,winter,8,balanced,0.25,0.25,0.25,0.25,63.1425075,63.1425075,0.0,0.122852,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Geneva, Switzerland","Lucerne, Switzerland",9,winter,8,balanced,0.25,0.25,0.25,0.25,79.7934715,88.2612135,8.4677419,0.249854,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Interlaken, Switzerland","St. Moritz, Switzerland",15,summer,8,balanced,0.25,0.25,0.25,0.25,79.4453673,88.400501,8.9551336,1.088063,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Zurich, Switzerland","Zurich, Switzerland",15,summer,8,balanced,0.25,0.25,0.25,0.25,69.6254289,69.6254289,0.0,0.440987,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Geneva, Switzerland","Lucerne, Switzerland",15,summer,8,balanced,0.25,0.25,0.25,0.25,84.619931,88.3125915,3.6926606,0.747655,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Interlaken, Switzerland","St. Moritz, Switzerland",15,winter,8,balanced,0.25,0.25,0.25,0.25,81.63297,82.2354328,0.6024629,0.349,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Zurich, Switzerland","Zurich, Switzerland",15,winter,8,balanced,0.25,0.25,0.25,0.25,77.9700568,77.9700568,0.0,0.261055,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Geneva, Switzerland","Lucerne, Switzerland",15,winter,8,balanced,0.25,0.25,0.25,0.25,78.3742269,83.5594121,5.1851852,0.620906,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Interlaken, Switzerland","St. Moritz, Switzerland",21,summer,8,balanced,0.25,0.25,0.25,0.25,83.3706149,87.0841337,3.7135189,1.843211,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Zurich, Switzerland","Zurich, Switzerland",21,summer,8,balanced,0.25,0.25,0.25,0.25,77.2747106,77.2747106,0.0,0.737733,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Geneva, Switzerland","Lucerne, Switzerland",21,summer,8,balanced,0.25,0.25,0.25,0.25,78.4184858,86.5394008,8.120915,1.606088,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,78.9588538,84.306076,5.3472222,0.747357,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Zurich, Switzerland","Zurich, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,76.1814,76.1814,0.0,0.368282,-
4,convert_travel_day_to_stay,1|2|3,"swap_city_blocks,substitute_pois,insert_new_city","Geneva, Switzerland","Lucerne, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,71.8721883,83.6234404,11.751252,1.340164,-
