removed_label,removed_name,kept_labels,kept_names,start_city,end_city,days,season,mtu,pref_label,nature,culture,food,sport,base_score,final_score,gain,baseline_final_score,delta_vs_baseline,runtime_seconds,violations
3,convert_travel_day_to_stay,1|2|4,"substitute_pois,insert_new_city,rebalance_label_gap","Interlaken, Switzerland","St. Moritz, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,78.9588538,86.0309355,7.0720817,84.8860621,1.1448735,1.523295,-
3,convert_travel_day_to_stay,1|2|4,"substitute_pois,insert_new_city,rebalance_label_gap","Zurich, Switzerland","Zurich, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,76.1814,76.1814,0.0,76.1814,0.0,0.450841,-
3,convert_travel_day_to_stay,1|2|4,"substitute_pois,insert_new_city,rebalance_label_gap","Geneva, Switzerland","Lucerne, Switzerland",21,winter,8,balanced,0.25,0.25,0.25,0.25,71.8721883,83.6234404,11.751252,83.6234404,0.0,1.555975,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",4,summer,8,balanced,0.25,0.25,0.25,0.25,70.4745503,77.1785373,6.703987,77.1785373,0.0,0.110255,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",4,summer,8,balanced,0.25,0.25,0.25,0.25,64.9453029,64.9453029,0.0,64.9453029,0.0,0.065929,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",4,summer,8,balanced,0.25,0.25,0.25,0.25,68.6964926,80.3631593,11.6666667,80.681982,-0.3188226,0.136385,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",4,winter,8,balanced,0.25,0.25,0.25,0.25,67.3773871,75.9707403,8.5933533,75.9707403,0.0,0.087171,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Zurich, Switzerland","Zurich, Switzerland",4,winter,8,balanced,0.25,0.25,0.25,0.25,60.4950714,60.4950714,0.0,60.4950714,0.0,0.032425,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Geneva, Switzerland","Lucerne, Switzerland",4,winter,8,balanced,0.25,0.25,0.25,0.25,58.3261223,62.8631593,4.537037,67.7071408,-4.8439815,0.080159,-
4,rebalance_label_gap,1|2|3,"substitute_pois,insert_new_city,convert_travel_day_to_stay","Interlaken, Switzerland","St. Moritz, Switzerland",9,summer,8,balanced,0.25,0.25,0.25,0.25,76.4570073,83.3668168,6.9098095,85.6618988,-2.295082,0.588865,-
